cz,cz_name,state,region,division,pop_2000,top_100,urban,rel_mobility,abs_mobility,prob_q1q5,frac_black,racial_seg,income_seg,poverty_seg,affluence_seg,frac_commute_under15,hhi_percap,gini,top1inc_share,gini_bottom99,frac_p25top75,taxrate,gov_exp,inctax_progressive,eitc,sch_exp,tchr_ratio,test_pctile,hs_dropout,colleges_percap,college_tuition,college_gradrate,labor_participation,manufacturing,growth_imports,teen_lfp,migration_in,migration_out,foreign_born,social_capital,frac_religious,crime_rate,frac_single_mothers,frac_divorced,frac_married,inc_growth,Urban or Rural
28302,Ogallala,NE,Midwest,West North Central,"16,920",0,rural,0,54,0,0,0,0,0,0,0.614,34904,0.326,8.858,0.238,0.671,0.037,2532,1.720,0.000,8.616,12.8,10.627,-0.020,,,,0.649,0.061,0.289,0.007,0.003,0.008,0.017,1.193,0.598,0.001,0.145,0.087,0.638,0.012,#REF!
28303,Oshkosh,NE,Midwest,West North Central,"2,292",0,rural,,,,0,0,0,0,0,0.677,31316,0.278,,,,0.041,2821,1.720,0.000,8.744,11.2,,,,,,0.593,0.026,1.331,,,,0.011,3.942,0.700,0.001,0.147,0.095,0.628,0.006,#REF!
28304,Valentine,NE,Midwest,West North Central,"8,122",0,rural,0,52,0,0,0,0,0,0,0.704,31506,0.347,7.675,0.270,0.614,0.036,2561,1.720,0.000,6.509,12.2,6.610,-0.027,,,,0.683,0.026,0.010,0.007,0.004,0.006,0.006,1.716,0.557,0.001,0.140,0.077,0.638,0.014,#REF!
28305,Broken Bow,NE,Midwest,West North Central,"13,105",0,rural,0,56,0,0,0,0,0,0,0.630,33846,0.300,6.249,0.237,0.632,0.031,2927,1.720,0.000,6.951,12.6,9.913,-0.034,,,,0.649,0.100,0.414,0.006,0.007,0.014,0.005,1.554,0.585,0.000,0.109,0.068,0.664,0.010,#REF!
28306,North Platte,NE,Midwest,West North Central,"35,939",0,rural,0,48,0,0,0,0,0,0,0.598,35591,0.323,7.625,0.247,0.571,0.033,2203,1.720,0.000,6.038,14.6,5.513,-0.004,0.028,1260,0.024,0.658,0.037,0.184,0.006,0.017,0.014,0.011,1.646,0.602,0.000,0.172,0.095,0.618,0.008,#REF!
28401,Colorado Springs,CO,West,Mountain,"587,132",0,urban,0,42,0,0,0,0,0,0,0.311,37765,0.404,11.252,0.292,0.543,0.024,2739,0.000,1.429,5.477,18.7,6.149,,0.020,4922,0.066,0.696,0.108,1.910,0.005,0.050,0.047,0.058,-0.169,0.365,0.002,0.187,0.108,0.594,-0.004,#REF!
28402,Limon,CO,West,Mountain,"6,087",0,rural,,,0,0,0,0,0,0,0.631,25562,0.403,,,,0.035,3139,0.000,1.429,5.838,16.9,,,,,,0.524,0.020,0.003,,0.002,0.008,0.018,-0.170,0.346,0.000,0.175,0.091,0.658,0.018,#REF!
28501,Springfield,CO,West,Mountain,"4,517",0,rural,,,0,0,0,0,0,0,0.667,31260,0.305,,,,0.041,3379,0.000,1.429,7.474,10.8,,,,,,0.577,0.024,0.009,,,,0.024,0.665,0.403,0.001,0.146,0.090,0.629,0.016,#REF!
28502,Pueblo,CO,West,Mountain,"187,782",0,urban,0,41,0,0,0,0,0,0,0.440,31075,0.442,13.040,0.312,0.566,0.027,2410,0.000,1.429,5.700,18.3,0.741,,0.021,1795,-0.107,0.577,0.085,0.609,0.005,0.017,0.015,0.038,0.547,0.571,0.002,0.247,0.112,0.555,-0.007,#REF!
28503,Trinidad,CO,West,Mountain,"23,069",0,rural,0,45,0,0,0,0,0,0,0.579,30720,0.372,6.173,0.310,0.484,0.041,3305,0.000,1.429,6.233,15.9,-3.549,,0.043,1386,0.091,0.525,0.041,0.083,0.005,0.012,0.018,0.020,0.505,0.708,0.003,0.242,0.120,0.541,0.010,#REF!
28504,Burlington,CO,West,Mountain,"11,864",0,rural,0,56,0,0,0,0,0,0,0.655,32575,0.354,7.888,0.275,0.598,0.043,3420,0.000,1.429,6.836,13.2,8.654,,,,,0.613,0.030,0.052,0.007,0.005,0.013,0.048,2.048,0.634,0.001,0.121,0.082,0.633,-0.005,#REF!
28601,Oberlin,KS,Midwest,West North Central,"6,438",0,rural,0,55,0,0,0,0,0,0,0.645,36684,0.274,4.693,0.227,0.650,0.034,2135,0.200,1.905,7.400,11.2,15.591,-0.035,,,,0.579,0.024,0.192,0.007,,,0.008,3.010,0.694,0.000,0.113,0.077,0.626,0.003,#REF!
28602,Norton,KS,Midwest,West North Central,"5,953",0,rural,0,51,0,0,0,0,0,0,0.735,27980,0.285,5.438,0.231,0.658,0.027,2660,0.200,1.905,6.952,11.7,17.097,-0.024,,,,0.548,0.039,0.496,0.007,0.005,0.004,0.006,2.706,0.593,0.001,0.170,0.081,0.680,-0.005,#REF!
28603,Phillipsburg,KS,Midwest,West North Central,"10,537",0,rural,0,53,0,0,0,0,0,0,0.652,34879,0.331,10.852,0.222,0.677,0.032,2116,0.200,1.905,8.507,11.9,15.222,-0.030,,,,0.602,0.098,2.728,0.007,0.000,0.004,0.005,2.311,0.765,0.001,0.114,0.060,0.668,0.005,#REF!
28604,Colby,KS,Midwest,West North Central,"17,107",0,rural,0,56,0,0,0,0,0,0,0.720,36561,0.286,5.535,0.231,0.662,0.042,3042,0.200,1.905,7.703,11.7,9.678,-0.025,0.058,1056,0.147,0.662,0.028,0.047,0.007,0.003,0.005,0.005,2.534,0.614,0.001,0.117,0.065,0.643,-0.002,#REF!
28605,Goodland,KS,Midwest,West North Central,"8,509",0,rural,0,51,0,0,0,0,0,0,0.716,32861,0.353,11.603,0.237,0.678,0.038,2866,0.200,1.905,6.592,13.6,-2.205,-0.035,,,0.528,0.659,0.035,0.047,0.007,0.007,0.004,0.019,2.447,0.481,0.002,0.130,0.061,0.605,0.008,#REF!
28606,Wano,KS,Midwest,West North Central,"5,457",0,rural,,,0,0,0,0,0,0,0.661,36524,0.245,,,,0.035,2514,0.200,1.905,7.904,12.6,,,,,,0.618,0.023,0.000,,,,0.023,2.323,0.682,0.000,0.114,0.065,0.661,-0.004,#REF!
28607,McCook,NE,Midwest,West North Central,"19,695",0,rural,0,52,0,0,0,0,0,0,0.681,32797,0.339,8.313,0.256,0.656,0.030,2859,1.720,0.000,7.169,12.6,10.092,,,,,0.642,0.079,0.112,0.006,0.002,0.009,0.012,1.369,0.630,0.001,0.143,0.084,0.633,0.003,#REF!
28608,Kearney,NE,Midwest,West North Central,"56,033",0,rural,0,53,0,0,0,0,0,0,0.603,31135,0.379,13.401,0.245,0.640,0.026,1721,1.720,0.000,7.265,15.2,10.943,-0.024,0.018,2243,0.173,0.710,0.138,0.451,0.007,0.016,0.020,0.022,1.265,0.644,0.001,0.165,0.074,0.567,0.005,#REF!
28609,Lexington,NE,Midwest,West North Central,"48,464",0,rural,0,51,0,0,0,0,0,0,0.642,33765,0.304,6.246,0.242,0.664,0.030,3189,1.720,0.000,7.039,14.4,7.094,-0.011,0.021,2486,0.116,0.650,0.203,0.603,0.007,0.010,0.016,0.083,1.830,0.797,0.001,0.139,0.073,0.634,-0.003,#REF!
28701,Salida,CO,West,Mountain,"16,242",0,rural,0,48,0,0,0,0,0,0,0.644,33185,0.326,4.764,0.279,0.646,0.024,1897,0.000,1.429,5.695,15.5,6.261,,,,,0.529,0.038,1.359,0.008,0.026,0.022,0.020,0.350,0.531,0.002,0.175,0.100,0.640,0.006,#REF!
28702,Glenwood Springs,CO,West,Mountain,"131,682",0,rural,0,47,0,0,0,0,0,0,0.424,45256,0.528,29.671,0.232,0.527,0.067,5292,0.000,1.429,11.906,16.7,-9.601,,0.008,1980,-0.350,0.782,0.024,0.054,0.007,0.025,0.026,0.134,-0.212,0.296,0.001,0.142,0.108,0.521,-0.003,#REF!
28703,Granby,CO,West,Mountain,"12,442",0,rural,0,43,0,0,0,0,0,0,0.458,40411,0.361,8.120,0.280,0.579,0.082,3926,0.000,1.429,6.111,14.9,10.263,,,,,0.771,0.032,0.247,0.007,0.027,0.028,0.034,1.425,0.212,0.001,0.139,0.101,0.574,-0.029,#REF!
28704,Laramie,WY,West,Mountain,"33,591",0,rural,0,49,0,0,0,0,0,0,0.755,26024,0.457,22.854,0.229,0.591,0.015,2985,0.000,0.000,6.262,14.5,9.725,0.027,0.060,2166,0.220,0.676,0.041,0.403,0.006,0.028,0.041,0.038,0.666,0.366,0.001,0.203,0.087,0.458,0.019,#REF!
28800,Fort Collins,CO,West,Mountain,"459,601",0,urban,0,45,0,0,0,0,0,0,0.388,37523,0.398,10.663,0.291,0.538,0.029,3164,0.000,1.429,5.458,18.9,0.130,,0.009,2261,0.129,0.701,0.146,1.907,0.005,0.040,0.030,0.068,-0.078,0.394,0.001,0.165,0.093,0.567,-0.002,#REF!
28900,Denver,CO,West,Mountain,"2,449,044",1,urban,0,42,0,0,0,0,0,0,0.230,46181,0.441,17.396,0.267,0.472,0.030,3018,0.000,1.429,6.045,20.3,-5.737,,0.016,5826,-0.054,0.720,0.090,1.228,0.005,0.023,0.023,0.107,0.317,0.392,0.002,0.191,0.115,0.542,-0.007,#REF!
29001,Pratt,KS,Midwest,West North Central,"18,232",0,rural,0,52,0,0,0,0,0,0,0.706,35115,0.311,6.880,0.242,0.677,0.037,2894,0.200,1.905,6.334,13.7,10.643,-0.027,0.110,1576,-0.044,0.642,0.053,0.155,0.007,0.009,0.007,0.012,2.265,0.686,0.001,0.159,0.080,0.641,0.000,#REF!
29002,Coldwater,KS,Midwest,West North Central,"1,967",0,rural,,,,0,0,0,0,0,0.648,37696,0.211,,,,0.050,3294,0.200,1.905,10.500,9.6,,,,,,0.613,0.059,0.124,,,,0.010,0.777,0.743,0.001,0.144,0.080,0.647,-0.003,#REF!
29003,Dodge City,KS,Midwest,West North Central,"42,837",0,rural,0,48,0,0,0,0,0,0,0.620,31771,0.373,7.995,0.293,0.603,0.038,2324,0.200,1.905,5.524,16.4,-4.287,-0.022,0.023,1024,-0.086,0.678,0.202,0.096,0.006,0.008,0.012,0.186,0.719,0.520,0.001,0.143,0.073,0.605,-0.012,#REF!
29004,Great Bend,KS,Midwest,West North Central,"47,227",0,rural,0,51,0,0,0,0,0,0,0.590,33946,0.288,5.615,0.232,0.670,0.032,2292,0.200,1.905,6.736,14.1,9.964,-0.009,0.021,896,-0.028,0.642,0.100,1.354,0.006,0.010,0.010,0.037,1.878,0.709,0.001,0.160,0.091,0.624,0.005,#REF!
29005,Hutchinson,KS,Midwest,West North Central,"82,076",0,rural,0,45,0,0,0,0,0,0,0.522,33452,0.352,8.738,0.265,0.629,0.029,2086,0.200,1.905,6.078,14.6,9.217,-0.008,0.024,2482,-0.036,0.621,0.155,0.256,0.006,0.014,0.016,0.020,1.055,0.533,0.001,0.184,0.115,0.595,-0.005,#REF!
29006,Hays,KS,Midwest,West North Central,"38,196",0,rural,0,53,0,0,0,0,0,0,0.711,33330,0.327,8.124,0.246,0.659,0.029,1881,0.200,1.905,6.468,13.1,17.463,-0.012,0.026,1353,0.107,0.670,0.065,0.712,0.006,0.012,0.017,0.019,1.490,0.536,0.001,0.170,0.081,0.550,0.002,#REF!
29007,Township 11,KS,Midwest,West North Central,"8,631",0,rural,0,50,0,0,0,0,0,0,0.630,34104,0.280,7.854,0.202,0.702,0.042,3309,0.200,1.905,7.610,12.0,8.363,-0.017,,,,0.608,0.079,0.020,0.006,0.004,0.009,0.005,1.698,0.683,0.000,0.162,0.090,0.625,0.018,#REF!
29008,Center,KS,Midwest,West North Central,"5,609",0,rural,0,53,0,0,0,0,0,0,0.671,38615,0.286,4.858,0.238,0.670,0.046,3294,0.200,1.905,8.285,10.9,10.459,-0.019,,,,0.624,0.033,0.004,0.007,0.000,0.003,0.007,2.434,0.888,0.001,0.105,0.082,0.630,0.015,#REF!
29101,Concordia,KS,Midwest,West North Central,"19,894",0,rural,0,53,0,0,0,0,0,0,0.620,36131,0.329,9.884,0.230,0.683,0.028,2256,0.200,1.905,7.398,12.2,9.956,-0.034,0.050,1020,-0.009,0.613,0.101,2.339,0.007,0.005,0.007,0.011,2.373,0.618,0.001,0.142,0.075,0.614,-0.006,#REF!
29102,Superior,NE,Midwest,West North Central,"11,112",0,rural,0,59,0,0,0,0,0,0,0.634,35206,0.419,20.119,0.218,0.685,0.033,2611,1.720,0.000,7.740,11.7,10.549,,,,,0.615,0.102,0.295,0.007,0.000,0.011,0.007,2.516,0.864,0.000,0.126,0.064,0.640,0.000,#REF!
29103,Beloit,KS,Midwest,West North Central,"11,384",0,rural,0,55,0,0,0,0,0,0,0.690,36359,0.309,9.313,0.215,0.682,0.027,2243,0.200,1.905,7.754,12.3,14.946,-0.023,0.088,,0.417,0.638,0.102,0.230,0.007,0.005,0.004,0.005,2.018,0.772,0.001,0.121,0.075,0.612,-0.002,#REF!
29104,Salina,KS,Midwest,West North Central,"63,338",0,rural,0,44,0,0,0,0,0,0,0.594,35541,0.375,11.286,0.262,0.633,0.023,1964,0.200,1.905,5.878,15.7,6.971,-0.021,0.032,5400,0.074,0.692,0.167,0.702,0.006,0.018,0.019,0.035,1.742,0.546,0.002,0.196,0.110,0.590,-0.005,#REF!
29201,Hiawatha,KS,Midwest,West North Central,"21,441",0,rural,0,57,0,0,0,0,0,0,0.578,34022,0.317,8.562,0.231,0.680,0.021,1956,0.200,1.905,6.534,14.3,15.663,-0.025,,,,0.629,0.139,1.210,0.006,0.009,0.017,0.009,2.298,0.744,0.000,0.149,0.079,0.609,-0.002,#REF!
29202,Marysville,KS,Midwest,West North Central,"17,448",0,rural,0,58,0,0,0,0,0,0,0.557,34953,0.346,10.779,0.238,0.652,0.042,4099,0.200,1.905,7.199,12.2,20.071,-0.028,,,,0.634,0.133,0.715,0.006,0.006,0.006,0.009,2.206,0.776,0.000,0.104,0.065,0.633,-0.002,#REF!
29203,Manhattan,KS,Midwest,West North Central,"143,269",0,urban,0,44,0,0,0,0,0,0,0.558,28788,0.324,6.743,0.257,0.640,0.027,1680,0.200,1.905,6.102,15.6,14.006,-0.023,0.021,2356,0.243,0.701,0.082,0.140,0.005,0.019,0.032,0.046,-0.177,0.394,0.001,0.171,0.081,0.538,-0.005,#REF!
29204,Topeka,KS,Midwest,West North Central,"324,513",0,urban,0,42,0,0,0,0,0,0,0.397,35816,0.370,9.003,0.280,0.573,0.025,2006,0.200,1.905,6.660,16.4,4.064,-0.006,0.018,3569,0.143,0.683,0.095,0.509,0.006,0.019,0.020,0.031,1.130,0.397,0.000,0.216,0.107,0.533,-0.003,#REF!
29301,Wichita,KS,Midwest,West North Central,"553,506",0,urban,0,41,0,0,0,0,0,0,0.344,38847,0.374,12.404,0.249,0.537,0.024,2058,0.200,1.905,6.149,17.4,-2.990,0.010,0.009,2786,-0.090,0.680,0.244,0.942,0.005,0.016,0.018,0.056,0.478,0.484,0.000,0.195,0.114,0.577,-0.009,#REF!
29302,Newton,KS,Midwest,West North Central,"75,784",0,urban,0,48,0,0,0,0,0,0,0.563,36055,0.279,6.387,0.215,0.657,0.025,2175,0.200,1.905,7.414,15.3,14.538,-0.022,0.079,11661,0.112,0.666,0.221,0.746,0.006,0.015,0.018,0.020,2.756,0.626,0.001,0.133,0.078,0.628,0.004,#REF!
29303,Winfield,KS,Midwest,West North Central,"51,584",0,rural,0,45,0,0,0,0,0,0,0.504,33686,0.362,12.208,0.240,0.643,0.025,2477,0.200,1.905,6.473,14.9,4.974,-0.017,0.039,3652,-0.112,0.613,0.202,0.923,0.005,0.015,0.021,0.020,0.598,0.524,0.001,0.189,0.102,0.606,-0.011,#REF!
29401,Ottawa,KS,Midwest,West North Central,"51,067",0,rural,0,45,0,0,0,0,0,0,0.444,32282,0.302,6.638,0.235,0.650,0.023,2317,0.200,1.905,6.182,14.9,5.142,-0.017,0.039,3650,-0.080,0.649,0.182,0.927,0.005,0.019,0.020,0.010,0.836,0.487,0.001,0.171,0.101,0.598,0.004,#REF!
29402,Emporia,KS,Midwest,West North Central,"47,830",0,rural,0,46,0,0,0,0,0,0,0.595,29885,0.313,6.731,0.246,0.630,0.037,2568,0.200,1.905,8.784,14.9,1.357,-0.023,0.042,1692,0.056,0.689,0.198,0.225,0.005,0.011,0.020,0.070,0.753,0.491,0.001,0.172,0.092,0.558,-0.004,#REF!
29403,Bartlesville,KS,Midwest,West North Central,"145,981",0,rural,0,44,0,0,0,0,0,0,0.529,34266,0.387,7.497,0.312,0.585,0.017,2116,0.200,1.905,5.039,16.3,1.513,-0.007,0.034,1865,-0.083,0.606,0.217,1.122,0.005,0.012,0.015,0.013,0.883,0.624,0.001,0.200,0.107,0.606,0.001,#REF!
29501,Leavenworth,KS,Midwest,West North Central,"85,465",0,urban,0,42,0,0,0,0,0,0,0.425,33080,0.296,5.759,0.239,0.593,0.019,1378,0.200,1.905,6.836,16.0,6.203,0.000,0.023,12305,0.084,0.621,0.106,0.411,0.005,0.047,0.048,0.023,-0.548,0.378,0.001,0.178,0.136,0.564,0.003,#REF!
29502,Kansas City,MO,Midwest,West North Central,"1,762,873",1,urban,0,40,0,0,0,0,0,0,0.281,42531,0.437,14.187,0.296,0.502,0.026,2569,0.000,0.000,6.450,16.2,-0.787,0.004,0.014,4817,-0.102,0.691,0.113,0.508,0.006,0.017,0.016,0.045,0.185,0.487,0.002,0.221,0.113,0.556,-0.006,#REF!
29503,St. Joseph,MO,Midwest,West North Central,"158,300",0,urban,0,43,0,0,0,0,0,0,0.406,32194,0.366,8.984,0.277,0.612,0.018,1386,0.000,0.000,5.093,14.9,-0.567,-0.015,0.019,2148,-0.086,0.614,0.158,1.798,0.005,0.014,0.015,0.009,0.698,0.538,0.001,0.204,0.116,0.562,-0.005,#REF!
29504,Sedalia,MO,Midwest,West North Central,"88,232",0,rural,0,43,0,0,0,0,0,0,0.437,31289,0.370,8.315,0.287,0.586,0.014,2237,0.000,0.000,4.665,15.0,-2.015,-0.007,0.011,1950,-0.115,0.592,0.202,2.752,0.005,0.021,0.018,0.017,0.700,0.578,0.001,0.203,0.116,0.602,-0.006,#REF!
29505,Polk,MO,Midwest,West North Central,"33,693",0,rural,0,51,0,0,0,0,0,0,0.569,27754,0.312,6.424,0.248,0.667,0.019,1336,0.000,0.000,5.779,12.3,3.919,-0.020,0.059,2369,0.159,0.631,0.169,1.062,0.005,0.010,0.015,0.010,0.927,0.596,0.002,0.146,0.077,0.530,-0.004,#REF!
29506,Bethany,MO,Midwest,West North Central,"18,093",0,rural,0,48,0,0,0,0,0,0,0.468,31181,0.295,6.668,0.228,0.625,0.016,1696,0.000,0.000,5.239,12.8,1.058,-0.004,,,,0.609,0.104,0.794,0.005,0.009,0.008,0.008,2.356,0.751,0.001,0.161,0.088,0.628,-0.006,#REF!
29601,Columbia,MO,Midwest,West North Central,"302,388",0,urban,0,43,0,0,0,0,0,0,0.422,32705,0.390,11.061,0.279,0.577,0.019,1593,0.000,0.000,5.346,15.3,1.566,-0.004,0.033,5571,0.179,0.682,0.092,2.119,0.005,0.019,0.017,0.029,1.107,0.523,0.001,0.209,0.102,0.527,-0.002,#REF!
29602,Eldon,MO,Midwest,West North Central,"79,924",0,rural,0,42,0,0,0,0,0,0,0.336,34165,0.401,7.975,0.321,0.553,0.017,1062,0.000,0.000,4.696,15.7,3.582,-0.013,,,,0.584,0.124,1.891,0.006,0.023,0.019,0.011,-0.929,0.475,0.002,0.181,0.106,0.629,-0.003,#REF!
29700,Springfield,MO,Midwest,West North Central,"440,866",0,urban,0,42,0,0,0,0,0,0,0.344,31926,0.463,12.472,0.338,0.570,0.014,1639,0.000,0.000,4.770,16.5,3.364,0.002,0.023,5048,0.027,0.644,0.144,4.333,0.005,0.020,0.015,0.014,0.311,0.513,0.001,0.190,0.110,0.586,-0.003,#REF!
29800,Aurora,MO,Midwest,West North Central,"137,575",0,rural,0,43,0,0,0,0,0,0,0.363,31417,0.384,9.762,0.287,0.565,0.014,1288,0.000,0.000,5.398,15.3,-0.800,0.001,0.007,,0.263,0.613,0.174,5.418,0.005,0.021,0.022,0.023,-0.161,0.464,0.001,0.176,0.109,0.629,-0.002,#REF!
29901,Joplin,MO,Midwest,West North Central,"266,742",0,urban,0,43,0,0,0,0,0,0,0.454,30456,0.428,12.377,0.304,0.581,0.016,1445,0.000,0.000,4.965,16.8,1.806,0.006,0.030,1858,0.008,0.637,0.212,2.265,0.005,0.014,0.014,0.020,0.232,0.558,0.001,0.202,0.111,0.581,-0.008,#REF!
29902,Center,MO,Midwest,West North Central,"54,651",0,rural,0,44,0,0,0,0,0,0,0.467,28968,0.342,6.683,0.275,0.581,0.012,1668,0.000,0.000,4.534,15.5,0.341,-0.007,0.018,8800,0.247,0.591,0.216,2.036,0.005,0.016,0.015,0.011,0.415,0.529,0.001,0.176,0.109,0.609,-0.005,#REF!
30000,Russellville,AR,South,West South Central,"138,646",0,rural,0,43,0,0,0,0,0,0,0.404,28758,0.444,10.927,0.335,0.527,0.011,1303,1.000,0.000,4.529,17.3,4.951,0.011,0.014,3395,0.083,0.595,0.252,3.638,0.004,0.010,0.013,0.033,-0.927,0.535,0.001,0.176,0.106,0.615,-0.013,#REF!
30100,Fort Smith,AR,South,West South Central,"332,832",0,urban,0,43,0,0,0,0,0,0,0.371,29347,0.441,10.514,0.336,0.540,0.014,1414,1.000,0.000,4.869,16.5,-2.179,0.004,0.009,1241,-0.127,0.589,0.222,1.529,0.004,0.010,0.011,0.036,-0.835,0.619,0.002,0.202,0.119,0.602,-0.001,#REF!
30200,Muskogee,OK,South,West South Central,"152,466",0,rural,0,41,0,0,0,0,0,0,0.388,27011,0.476,14.553,0.330,0.508,0.014,2018,0.000,0.000,5.189,15.3,-4.951,0.004,0.020,4006,-0.094,0.560,0.155,1.016,0.004,0.019,0.020,0.018,-0.712,0.507,0.002,0.231,0.117,0.575,-0.014,#REF!
30300,Fayetteville,AR,South,West South Central,"384,122",0,urban,0,43,0,0,0,0,0,0,0.378,32612,0.545,20.440,0.341,0.545,0.015,1293,1.000,0.000,5.063,18.3,1.533,0.014,0.008,3621,0.105,0.645,0.199,1.225,0.004,0.030,0.016,0.061,-0.967,0.512,0.001,0.168,0.103,0.617,-0.001,#REF!
30401,Stillwater,OK,South,West South Central,"79,601",0,rural,0,46,0,0,0,0,0,0,0.568,26432,0.408,8.371,0.324,0.552,0.017,2149,0.000,0.000,5.159,16.3,0.166,-0.009,0.013,1890,0.218,0.638,0.114,1.493,0.005,0.027,0.033,0.040,0.074,0.554,0.001,0.186,0.089,0.491,-0.009,#REF!
30402,Tulsa,OK,South,West South Central,"921,246",1,urban,0,42,0,0,0,0,0,0,0.323,36227,0.493,14.218,0.351,0.515,0.016,1931,0.000,0.000,4.642,17.3,-5.513,0.016,0.010,4752,-0.109,0.651,0.139,0.618,0.004,0.018,0.019,0.038,-0.121,0.539,0.002,0.214,0.119,0.579,-0.002,#REF!
30403,Okmulgee,OK,South,West South Central,"51,499",0,urban,0,42,0,0,0,0,0,0,0.369,26343,0.392,7.645,0.316,0.514,0.012,1357,0.000,0.000,4.683,16.4,-4.907,-0.009,0.019,1320,-0.055,0.554,0.156,0.266,0.004,0.028,0.030,0.009,-0.717,0.560,0.002,0.224,0.113,0.575,0.000,#REF!
30501,Woodward,OK,South,West South Central,"26,123",0,rural,0,53,0,0,0,0,0,0,0.556,32076,0.360,9.308,0.267,0.617,0.020,1641,0.000,0.000,5.339,14.2,-0.373,0.011,,,,0.620,0.053,0.127,0.005,0.008,0.012,0.024,-0.036,0.811,0.001,0.162,0.102,0.637,0.012,#REF!
30502,Enid,OK,South,West South Central,"102,415",0,rural,0,50,0,0,0,0,0,0,0.561,31507,0.372,8.515,0.287,0.595,0.018,1694,0.000,0.000,5.108,15.2,0.799,-0.012,0.010,1584,-0.043,0.600,0.097,0.179,0.005,0.012,0.018,0.023,0.780,0.697,0.001,0.184,0.103,0.598,0.004,#REF!
30601,El Paso,TX,South,West South Central,"857,648",1,urban,0,44,0,0,0,0,0,0,0.280,25721,0.534,13.174,0.403,0.422,0.024,2251,0.000,0.000,5.510,16.6,-6.376,0.008,0.009,1436,0.023,0.569,0.129,2.135,0.003,0.021,0.025,0.257,-1.899,0.662,0.003,0.237,0.092,0.548,-0.011,#REF!
30602,Alamogordo,NM,West,Mountain,"81,709",0,rural,0,42,0,0,0,0,0,0,0.447,29489,0.380,7.508,0.305,0.557,0.013,1520,0.000,0.000,4.472,17.7,-5.960,-0.025,0.024,864,-0.242,0.591,0.053,0.943,0.005,0.027,0.029,0.081,-0.483,0.462,0.003,0.224,0.111,0.602,0.001,#REF!
30603,Truth or Consequences,NM,West,Mountain,"13,270",0,rural,0,41,0,0,0,0,0,0,0.600,32267,0.347,5.967,0.287,0.457,0.010,1867,0.000,0.000,4.238,18.4,-18.629,0.037,,,,0.435,0.024,0.000,0.005,0.008,0.015,0.066,-1.349,0.359,0.002,0.242,0.146,0.557,-0.033,#REF!
30604,Deming,NM,West,Mountain,"61,950",0,rural,0,42,0,0,0,0,0,0,0.510,26356,0.381,7.628,0.305,0.542,0.015,2356,0.000,0.000,4.444,17.8,-16.654,-0.017,0.016,1262,-0.135,0.503,0.039,0.071,0.005,0.018,0.017,0.106,-0.614,0.673,0.002,0.254,0.113,0.559,0.012,#REF!
30605,Van Horn,TX,South,West South Central,"2,975",0,rural,,,0,0,0,0,0,0,0.753,21738,0.441,,,,0.059,2144,0.000,0.000,6.778,13.1,,,,,,0.626,0.048,0.474,,0.000,0.008,0.152,-1.035,0.959,0.002,0.191,0.086,0.589,0.025,#REF!
30701,Roswell,NM,West,Mountain,"113,040",0,rural,0,44,0,0,0,0,0,0,0.539,30443,0.452,10.401,0.348,0.529,0.012,2279,0.000,0.000,4.614,18.1,-10.460,-0.009,0.035,894,-0.192,0.562,0.080,0.236,0.004,0.014,0.019,0.085,0.317,0.674,0.002,0.234,0.109,0.569,0.002,#REF!
30702,Santa Rosa,NM,West,Mountain,"6,920",0,rural,0,45,0,0,0,0,0,0,0.702,22180,0.381,11.460,0.266,0.477,0.016,2393,0.000,0.000,7.364,14.1,-9.720,-0.033,,,,0.487,0.015,0.001,0.006,0.003,0.011,0.037,0.118,0.918,0.004,0.215,0.084,0.559,-0.010,#REF!
30801,Hobbs,NM,West,Mountain,"90,061",0,rural,0,49,0,0,0,0,0,0,0.598,27195,0.428,9.764,0.331,0.536,0.036,2154,0.000,0.000,5.976,17.0,-7.005,-0.017,0.022,981,-0.193,0.551,0.041,0.096,0.005,0.014,0.017,0.124,-1.065,0.819,0.001,0.185,0.084,0.613,0.009,#REF!
30802,Lubbock,TX,South,West South Central,"287,568",0,urban,0,41,0,0,0,0,0,0,0.449,30597,0.525,12.472,0.401,0.468,0.032,2460,0.000,0.000,6.336,14.5,4.305,-0.007,0.017,2381,0.128,0.640,0.058,0.332,0.005,0.024,0.026,0.037,-0.877,0.639,0.002,0.230,0.098,0.530,-0.001,#REF!
30901,Clovis,NM,West,Mountain,"73,078",0,rural,0,44,0,0,0,0,0,0,0.617,28205,0.436,13.370,0.302,0.553,0.014,1511,0.000,0.000,4.674,16.6,-7.413,-0.014,0.027,1221,-0.108,0.619,0.075,0.130,0.005,0.018,0.023,0.079,-0.742,0.639,0.001,0.214,0.099,0.587,-0.009,#REF!
30902,Littlefield,TX,South,West South Central,"29,588",0,rural,0,47,0,0,0,0,0,0,0.607,29302,0.434,9.154,0.342,0.479,0.042,1755,0.000,0.000,6.744,13.0,3.218,-0.012,,,,0.584,0.109,0.041,0.005,0.016,0.022,0.093,-0.861,0.866,0.001,0.140,0.077,0.619,-0.011,#REF!
30903,Amarillo,TX,South,West South Central,"240,752",0,urban,0,43,0,0,0,0,0,0,0.438,33188,0.510,15.757,0.352,0.512,0.023,2112,0.000,0.000,5.090,15.8,2.695,-0.005,0.008,1254,-0.114,0.645,0.100,0.335,0.005,0.022,0.019,0.066,-0.469,0.701,0.002,0.220,0.107,0.583,-0.004,#REF!
